2021-01-14T19:59:51 [AT_GLOBAL       ]I:  Task Server Log - HSVLZ47BNLHC7RROIHZQ4G4OJLGCASAU6ZQ4X5Q  (V3.4.3.R1 localhost.localdomain Linux 4.14.59-64.43.amzn1.x86_64 #1 SMP Thu Aug 2 21:29:33 UTC 2018 x86_64 64-bit, PID: 9058) started at Thu Jan 14 19:59:51 2021  (at_logger.c:2700)
2021-01-14T19:59:51 [DATA_STRUCTURE  ]I:  SQLite version is 3.31.1  (at_sqlite.c:174)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC driver version: '12.01.0000'  (ar_odbc_conn.c:619)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC database name: 'aurpg02'  (ar_odbc_conn.c:625)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC server name: 'aurpg02-instance-1.czzdit7hfndz.us-east-2.rds.amazonaws.com'  (ar_odbc_conn.c:633)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC max schema name len: '63'  (ar_odbc_conn.c:639)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC max table name len: '63'  (ar_odbc_conn.c:644)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC max column name len: '63'  (ar_odbc_conn.c:649)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC provider needs long data len: 'N'  (ar_odbc_conn.c:655)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  Search pattern escape: '\'  (ar_odbc_conn.c:667)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  ODBC Provider supported data types:   (ar_odbc_conn.c:1131)
2021-01-14T19:59:54 [TARGET_APPLY    ]I:  Target endpoint 'PostgreSQL' is using provider syntax 'PostgreSQLLinux'  (provider_syntax_manager.c:628)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  Load data command. Path: , Exe name: psql, Exe params:   (provider_syntax_manager.c:2748)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  Going to run load statement, '/psql'  (csv_target.c:1056)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  Before wait for command  (csv_target.c:937)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  After wait for load command  (csv_target.c:953)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  Load command output: psql: /usr/lib64/libcom_err.so.2: no version information available (required by /rdsdbbin/awsdms/lib/libgssapi_krb5.so.2) psql: /usr/lib64/libcom_err.so.2: no version information available (required by /rdsdbbin/awsdms/lib/libkrb5.so.3) psql (PostgreSQL) 12.2  (csv_target.c:1007)
2021-01-14T19:59:54 [TARGET_APPLY    ]I:  postgres_set_encoding(...) Main encoding details: Name='UTF8', Language='all', isServerEncoding?='true' storageFactor=4, ConverterName='UTF-8'  (odbc_endpoint_imp.c:2567)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  User default schema is 'public'  (odbc_endpoint_imp.c:647)
2021-01-14T19:59:54 [TARGET_APPLY    ]I:  Transaction size is 10000. Array size is 1000.  (odbc_endpoint_imp.c:881)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  Working in CSV Target mode  (odbc_endpoint_imp.c:1482)
2021-01-14T19:59:54 [TARGET_APPLY    ]I:  All CSV files will not be kept  (odbc_endpoint_imp.c:1502)
2021-01-14T19:59:54 [TARGET_APPLY    ]I:  CSV files which fail to load will not be kept  (odbc_endpoint_imp.c:1511)
2021-01-14T19:59:54 [TARGET_APPLY    ]I:  Working in transactional apply mode  (endpointshell.c:1949)
2021-01-14T19:59:54 [TASK_MANAGER    ]D:  Prepare component st_0_YVBEEYWB5SRRLZZJVXRLC4BL6PHO77KMVLCVDIY  (subtask.c:846)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]D:  Connecting to Oracle: NLS environment created  (oracle_endpoint_conn.c:904)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]D:  Connecting to Oracle: Handles allocated  (oracle_endpoint_conn.c:923)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]D:  Connecting to Oracle: Server attached  (oracle_endpoint_conn.c:930)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]I:  Connecting to Oracle: Beginning session  (oracle_endpoint_conn.c:958)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]D:  Connecting to Oracle: Allocating single statement  (oracle_endpoint_conn.c:992)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]D:  Connecting to Oracle: Applying session settings  (oracle_endpoint_conn.c:1002)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]D:  Going to prepare the statement 'select value from v$nls_parameters where parameter = 'NLS_CHARACTERSET''  (oracle_endpoint_conn.c:780)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]D:  Going to prepare the statement 'select value from v$nls_parameters where parameter = 'NLS_NCHAR_CHARACTERSET''  (oracle_endpoint_conn.c:790)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]D:  Going to prepare the statement 'select 1 from dba_tablespaces where ENCRYPTED = ' ''  (oracle_endpoint_conn.c:1170)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]D:  Going to prepare the statement 'select 1 from all_tables where owner = ' ' and compress_for = ' ''  (oracle_endpoint_conn.c:1077)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]D:  Going to prepare the statement 'select 1 from all_views where owner='SYS' and view_name='ALL_ENCRYPTED_COLUMNS''  (oracle_endpoint_conn.c:1202)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]D:  Table all_encrypted_columns may be used  (oracle_endpoint_conn.c:1211)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]D:  Going to prepare the statement 'select 1 from sys.enc$'  (oracle_endpoint_conn.c:1215)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]D:  Table sys.enc$ may be used  (oracle_endpoint_conn.c:1223)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]D:  Going to prepare the statement 'select count(*) from dba_objects where 1 = 0 '  (oracle_endpoint_conn.c:834)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]D:  The permission for 'select on dba_objects' is granted  (oracle_endpoint_conn.c:843)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]I:  Source endpoint 'Oracle' is using provider syntax 'Oracle'  (provider_syntax_manager.c:622)
2021-01-14T19:59:54 [TASK_MANAGER    ]D:  Subtask component st_0_YVBEEYWB5SRRLZZJVXRLC4BL6PHO77KMVLCVDIY is CDC target, and signal the sorter to init if it is waiting  (subtask.c:1291)
2021-01-14T19:59:54 [SORTER          ]I:  Sorter inspect target state  (sorter.c:506)
2021-01-14T19:59:54 [SORTER          ]I:  Target state checkpoint source id: 0  (sorter.c:511)
2021-01-14T19:59:54 [SORTER          ]I:  'Stop reading when memory limit reached' is set to true  (sorter.c:668)
2021-01-14T19:59:54 [TASK_MANAGER    ]D:  Prepare component st_0_transaction_sorter  (subtask.c:846)
2021-01-14T19:59:54 [STREAM_COMPONEN ]I:  Going to connect to Oracle server (DESCRIPTION=(CONNECT_TIMEOUT=8)(ENABLE=BROKEN)(ADDRESS=(PROTOCOL=TCP)(HOST=octora01.czzdit7hfndz.us-east-2.rds.amazonaws.com)(PORT=1521))(CONNECT_DATA=(SERVICE_NAME=OCTORA01))) with username dmsuser  (oracle_endpoint_imp.c:861)
2021-01-14T19:59:54 [STREAM_COMPONEN ]I:  Connecting to Oracle: Beginning session  (oracle_endpoint_conn.c:958)
2021-01-14T19:59:54 [TASK_MANAGER    ]D:  Starting component st_0_transaction_sorter  (subtask.c:1399)
2021-01-14T19:59:54 [TASK_MANAGER    ]D:  Starting component st_0_M3G74ZFVFVM6LCEPQPU2YH2VZ4RHAYAZET2RFFA  (subtask.c:1399)
2021-01-14T19:59:54 [TASK_MANAGER    ]D:  Starting component st_0_YVBEEYWB5SRRLZZJVXRLC4BL6PHO77KMVLCVDIY  (subtask.c:1399)
2021-01-14T19:59:54 [TASK_MANAGER    ]D:  CDC subtask initialized  (replicationtask.c:2282)
2021-01-14T19:59:54 [TASK_MANAGER    ]I:  Task - HSVLZ47BNLHC7RROIHZQ4G4OJLGCASAU6ZQ4X5Q is in RUNNING state, updating starting status to AR_RUNNING  (repository.c:5111)
2021-01-14T19:59:54 [TASK_MANAGER    ]I:  All stream components were initialized  (replicationtask.c:3036)
2021-01-14T19:59:54 [TASK_MANAGER    ]D:  Sending control record to component st_0_M3G74ZFVFVM6LCEPQPU2YH2VZ4RHAYAZET2RFFA. Command is 'CAPTURE_FRESH', First table id is '1'  (subtask.c:1960)
2021-01-14T19:59:54 [TASK_MANAGER    ]D:  Sending control record to component st_0_YVBEEYWB5SRRLZZJVXRLC4BL6PHO77KMVLCVDIY. Command is 'APPLY_FRESH', First table id is '0'  (subtask.c:1960)
2021-01-14T19:59:54 [TASK_MANAGER    ]D:  Sending control record to component st_0_transaction_sorter. Command is 'RUN_CDC_FRESH', First table id is '1'  (subtask.c:1960)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]D:  Command 'CAPTURE_FRESH' received in component 'st_0_M3G74ZFVFVM6LCEPQPU2YH2VZ4RHAYAZET2RFFA'  (streamcomponent.c:2266)
2021-01-14T19:59:54 [TASK_MANAGER    ]I:  Starting the validation process...  (replicationtask.c:3118)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]D:  Beginning of capture start at time 1610654394746579  (oracle_endpoint_capture.c:625)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]D:  Captured table list:  (oracle_endpoint_capture.c:639)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]I:  Oracle capture start time: now  (oracle_endpoint_capture.c:698)
2021-01-14T19:59:54 [VALIDATOR       ]I:  Created thread for component task_validator  (task_validator.c:196)
2021-01-14T19:59:54 [TARGET_APPLY    ]D:  Command 'APPLY_FRESH' received in component 'st_0_YVBEEYWB5SRRLZZJVXRLC4BL6PHO77KMVLCVDIY'  (streamcomponent.c:2266)
2021-01-14T19:59:54 [SORTER          ]I:  Sorter last run state: confirmed_record_id = 0, confirmed_stream_position = ''  (sorter_transaction.c:3141)
2021-01-14T19:59:54 [VALIDATOR       ]I:  Setting the failure reporting disabled status to : 1  (sorter_transaction.c:3445)
2021-01-14T19:59:54 [VALIDATOR       ]I:  Setting the failure reporting disabled status to : 1  (partition_update_tracker.c:961)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]D:  SESSIONTIMEZONE: '+00:00'  (oracle_endpoint_capture.c:142)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]D:  SYSTIMESTAMP of DBTIMEZONE: '+00:00'  (oracle_endpoint_capture.c:172)
2021-01-14T19:59:54 [SOURCE_CAPTURE  ]D:  DBTIMEZONE: '+00:00'  (oracle_endpoint_capture.c:186)
