"2013-04-23", "PKQ20", "VRA", "SYX", "active" 
"2013-02-11", "PHR27", "VNO", "TCM", "landed" 
"2013-10-17", "VIQ17", "NDJ", "TLV", "active" 
"2013-01-22", "C619", "HAN", "RND", "active" 
"2013-03-15", "VLA38", "KEF", "GSP", "active" 
"2013-06-01", "NN53", "RFD", "PMI", "active" 
"2013-01-20", "W921", "LUF", "MCF", "landed" 
"2013-09-14", "ASW19", "NRT", "SPS", "active" 
"2013-04-28", "YX12", "BCN", "CGY", "scheduled" 
"2013-07-21", "EJQ16", "ADD", "KBP", "active" 
"2013-09-24", "OPQ23", "MED", "CGY", "landed" 
"2013-07-02", "PD10", "ZRH", "OVB", "active" 
"2013-04-01", "WES46", "BSR", "ONT", "active" 
"2013-04-27", "XAE13", "DSA", "BLL", "cancelled" 
"2013-09-12", "FRS11", "SGN", "VBG", "unknown" 
"2013-05-15", "JM28", "NCE", "BRE", "active" 
"2013-08-22", "NPA21", "FWA", "DAY", "unknown" 
"2013-06-26", "HYA19", "JAN", "MCI", "landed" 
"2013-07-26", "KD21", "GVA", "COS", "scheduled" 
"2013-12-21", "BAK11", "MUO", "ALA", "unknown" 
"2013-12-15", "SCY10", "LTX", "WDH", "active" 
"2013-02-04", "YV12", "BKO", "DLM", "landed" 
"2013-12-16", "MU17", "LTS", "ERZ", "cancelled" 
"2013-08-19", "CRB59", "LBA", "XIY", "active" 
"2013-10-24", "TS15", "SHO", "BNE", "cancelled" 
"2013-10-18", "SLR88", "KRT", "BKO", "cancelled" 
"2013-04-05", "ARO24", "LJU", "AMM", "unknown" 
"2013-12-01", "RV49", "PTP", "LIT", "scheduled" 
"2013-06-24", "ME18", "YYJ", "DEL", "active" 
"2013-03-27", "CAQ86", "SDF", "CGK", "cancelled" 
"2013-12-23", "BJQ19", "TPE", "OTP", "active" 
"2013-09-19", "DHQ10", "LEX", "SSA", "cancelled" 
"2013-07-20", "NOQ18", "SSC", "DTM", "landed" 
"2013-10-14", "SPH17", "PEK", "BLQ", "scheduled" 
"2013-03-28", "CLQ19", "CPT", "TNA", "cancelled" 
"2013-10-22", "MVA26", "HRB", "WUH", "landed" 
"2013-09-05", "XBQ88", "GRV", "TRN", "unknown" 
"2013-05-17", "M368", "OKC", "AVL", "unknown" 
"2013-12-07", "QN22", "LAD", "HRE", "unknown" 
"2013-11-03", "INA11", "POZ", "HRI", "unknown" 
"2013-01-09", "XV23", "LPL", "PSA", "scheduled" 
"2013-06-27", "ER29", "POM", "MSY", "active" 
"2013-01-27", "SZQ23", "PDX", "BRU", "landed" 
"2013-03-20", "AUX51", "KZN", "PBI", "landed" 
"2013-04-13", "JX11", "SUU", "VKO", "scheduled" 
"2013-09-15", "CEQ23", "EDW", "LIR", "landed" 
"2013-06-18", "PP27", "DEL", "FSM", "scheduled" 
"2013-05-04", "PET31", "PIT", "SIN", "scheduled" 
"2013-05-05", "CI26", "SZL", "DAL", "cancelled" 
"2013-09-26", "FJ22", "MUC", "KWE", "landed" 
"2013-12-12", "WA17", "FSM", "ORD", "scheduled" 
"2013-07-27", "M610", "BOD", "HET", "cancelled" 
"2013-02-02", "ISL28", "DRS", "MCI", "unknown" 
"2013-08-09", "Q216", "GIG", "GEG", "active" 
"2013-08-27", "OS10", "RNO", "PHF", "cancelled" 
"2013-04-02", "TWA21", "ZRH", "WRO", "unknown" 
"2013-07-07", "RAN29", "MSN", "SSA", "scheduled" 
"2013-08-11", "CWQ69", "VRN", "YYT", "landed" 
"2013-09-21", "XAT88", "ORK", "BAB", "active" 
"2013-04-22", "CRT10", "HMN", "AER", "landed" 
"2013-08-28", "PFA15", "BOG", "BOM", "unknown" 
"2013-09-16", "EU21", "AKL", "SID", "scheduled" 
"2013-09-12", "SNC96", "DLM", "STL", "landed" 
"2013-09-25", "CPA19", "DUB", "WMI", "unknown" 
"2013-04-16", "NUM70", "GBE", "JFK", "scheduled" 
"2013-02-08", "SBA29", "AFW", "HAV", "active" 
"2013-01-16", "CGA11", "OMA", "MGE", "unknown" 
"2013-10-14", "SM32", "LGG", "JAX", "unknown" 
"2013-10-11", "CSL10", "TGD", "PHF", "cancelled" 
"2013-04-13", "VIS69", "ISL", "CRW", "scheduled" 
"2013-08-03", "SUT27", "EWR", "NKC", "landed" 
"2013-06-27", "CSK17", "DLM", "TRD", "active" 
"2013-04-13", "VIS97", "KGL", "ALG", "scheduled" 
"2013-12-06", "HEP12", "HER", "MNH", "landed" 
"2013-05-13", "CHE15", "SAV", "BRI", "unknown" 
"2013-12-10", "CCO10", "CNX", "CMN", "landed" 
"2013-03-05", "SAQ63", "SKA", "SIN", "landed" 
"2013-12-15", "JD14", "GBE", "STR", "active" 
"2013-05-07", "ROA70", "TIK", "FAI", "cancelled" 
"2013-10-02", "XAI20", "CGN", "TLS", "active" 
"2013-03-02", "RID26", "GIG", "MAN", "scheduled" 
"2013-02-24", "ML23", "FAI", "DMM", "active" 
"2013-08-26", "DC13", "CRW", "ROA", "active" 
"2013-06-27", "LNQ24", "DRS", "PAM", "scheduled" 
"2013-08-11", "X428", "TIP", "GIG", "scheduled" 
"2013-06-20", "BX11", "LBB", "ALP", "unknown" 
"2013-09-03", "ANI30", "STN", "CRW", "unknown" 
"2013-08-24", "MA28", "LIM", "PAM", "active" 
"2013-10-17", "SNE16", "BSL", "TIA", "unknown" 
"2013-02-12", "LAA13", "LAX", "KGF", "active" 
"2013-08-14", "ARA25", "HET", "KMG", "cancelled" 
"2013-05-04", "PO31", "TIK", "GOT", "landed" 
"2013-02-16", "QH30", "LLA", "ICT", "scheduled" 
"2013-11-22", "UYQ12", "BOD", "ALA", "landed" 
"2013-01-27", "MST24", "BDL", "MRS", "scheduled" 
"2013-08-28", "VIQ24", "GMP", "ZIA", "unknown" 
"2013-02-06", "YBQ27", "CVG", "CIA", "unknown" 
"2013-08-19", "BAT99", "AGP", "VDA", "landed" 
"2013-01-27", "OMQ23", "HMO", "LTX", "cancelled" 
"2013-09-12", "JAM23", "KGL", "BAB", "scheduled" 
"2013-04-10", "FRA12", "MAD", "BJV", "unknown" 
"2013-06-16", "MTA14", "HAV", "BOH", "unknown" 
"2013-06-24", "AST18", "PKX", "BLL", "active" 
"2013-02-01", "PD16", "SIP", "ZRH", "cancelled" 
"2013-02-13", "VIG25", "TYS", "YYZ", "active" 
"2013-09-11", "FI21", "BRS", "UIO", "unknown" 
"2013-07-15", "BGQ15", "LIS", "MUC", "active" 
"2013-03-26", "PNM32", "BOO", "BAB", "cancelled" 
"2013-11-28", "GAQ14", "RIX", "CCJ", "landed" 
"2013-10-18", "HU16", "SAT", "ORF", "active" 
"2013-08-17", "AXQ13", "VCE", "DLC", "unknown" 
"2013-05-24", "HFQ77", "SUS", "BLR", "landed" 
"2013-07-13", "WTA12", "RIX", "AVL", "cancelled" 
"2013-07-19", "FQ29", "DAR", "PRG", "scheduled" 
"2013-07-08", "QB26", "CHS", "FWA", "cancelled" 
"2013-06-28", "LZQ11", "LUF", "LKZ", "cancelled" 
"2013-02-22", "HVQ15", "BRI", "BAH", "scheduled" 
"2013-04-01", "JO13", "NGB", "TER", "unknown" 
"2013-01-28", "OA24", "NAP", "BIL", "cancelled" 
"2013-05-19", "H619", "KIX", "CRP", "landed" 
"2013-08-11", "OIZ52", "CDG", "GRU", "active" 
"2013-05-19", "HRQ13", "BGR", "MIA", "unknown" 
"2013-10-04", "HSZ97", "LAX", "KMG", "active" 
"2013-04-21", "AOI17", "BOD", "DXB", "active" 
"2013-12-21", "VSA24", "SJD", "EVN", "landed" 
"2013-01-22", "LSQ26", "CPH", "BEG", "landed" 
"2013-03-11", "JO12", "AAL", "FRA", "active" 
"2013-05-11", "RTQ26", "FIH", "CRL", "unknown" 
"2013-05-21", "CAQ10", "LFT", "LAD", "active" 
"2013-03-10", "UH29", "PGUM", "BNA", "landed" 
"2013-06-03", "Q494", "TBZ", "TPA", "cancelled" 
"2013-10-15", "IG38", "MEL", "TLL", "landed" 
"2013-05-08", "GSL31", "JED", "GDL", "cancelled" 
"2013-06-24", "SAJ22", "MDL", "SPI", "scheduled" 
"2013-12-26", "CYQ99", "NBE", "SUX", "cancelled" 
"2013-07-15", "LNQ29", "CCJ", "MNH", "cancelled" 
"2013-11-12", "CF21", "MWX", "LPA", "scheduled" 
"2013-11-15", "NWS15", "SNN", "CRP", "landed" 
"2013-05-11", "TRA29", "CVS", "KJA", "scheduled" 
"2013-02-21", "SIA12", "TIK", "ERZ", "scheduled" 
"2013-01-25", "KAQ31", "TFS", "YUL", "cancelled" 
"2013-10-13", "WES41", "TLH", "YEG", "scheduled" 
"2013-03-07", "JAG15", "BUD", "NAY", "unknown" 
"2013-02-03", "RU23", "FFO", "BGR", "landed" 
"2013-10-14", "AND24", "BZZ", "GIG", "active" 
"2013-11-24", "LB17", "LIT", "PSA", "unknown" 
"2013-08-15", "MWA27", "DNA", "MCO", "cancelled" 
"2013-04-13", "AIG94", "RPLL", "BGR", "cancelled" 
"2013-05-08", "RIC79", "DSS", "MCF", "unknown" 
"2013-05-21", "CK10", "LOS", "BKO", "unknown" 
"2013-10-16", "TXQ15", "AGS", "ABQ", "active" 
"2013-07-10", "DM62", "TFS", "AKL", "scheduled" 
"2013-04-16", "VH23", "CAN", "SHO", "scheduled" 
"2013-01-13", "FNQ11", "TAS", "SAV", "active" 
"2013-08-03", "CAQ27", "PWM", "HMN", "cancelled" 
"2013-09-03", "OH11", "IND", "TUN", "cancelled" 
"2013-10-04", "AVG48", "LGW", "AMS", "active" 
"2013-06-10", "HY13", "KUV", "GOA", "landed" 
"2013-12-26", "HA14", "CAG", "NAT", "cancelled" 
"2013-12-21", "ND24", "BAH", "HKG", "landed" 
"2013-10-17", "RID32", "STR", "RGN", "scheduled" 
"2013-01-06", "OMN21", "TLH", "GDN", "unknown" 
"2013-11-11", "XAF18", "MDW", "FOC", "active" 
"2013-04-20", "KET39", "ASB", "TPE", "scheduled" 
"2013-06-27", "COC10", "ZNZ", "YEG", "landed" 
"2013-09-07", "VOQ11", "LBB", "CHS", "scheduled" 
"2013-06-07", "OS96", "KBP", "ALC", "scheduled" 
"2013-04-11", "KXZ18", "CCU", "PRN", "landed" 
"2013-07-14", "APN64", "SKG", "OMA", "landed" 
"2013-03-09", "QY17", "HNL", "ALP", "cancelled" 
"2013-02-06", "GFC26", "BGW", "LIM", "scheduled" 
"2013-04-19", "UMQ11", "PVG", "MDW", "landed" 
"2013-01-02", "RSV80", "BEG", "CAE", "unknown" 
"2013-05-28", "CRE27", "OSL", "DQM", "active" 
"2013-05-13", "CTA22", "CAN", "BGO", "landed" 
"2013-01-13", "LOQ89", "NAS", "MPM", "landed" 
"2013-03-08", "NPA21", "UFA", "OPO", "cancelled" 
"2013-12-27", "SLQ21", "FCO", "SID", "scheduled" 
"2013-09-09", "QO21", "RFD", "ALP", "active" 
"2013-09-24", "GHA42", "HRE", "LCA", "active" 
"2013-11-04", "AIQ23", "CBR", "LGA", "landed" 
"2013-03-03", "HFS15", "ROC", "LOS", "active" 
"2013-02-17", "COC38", "MLE", "ACC", "scheduled" 
"2013-05-28", "EGJ47", "HAV", "RIX", "scheduled" 
"2013-06-19", "OJ26", "LTN", "AKT", "scheduled" 
"2013-08-01", "K222", "SXM", "ZNZ", "unknown" 
"2013-10-28", "SNC73", "ISE", "MHD", "landed" 
"2013-02-09", "MPC17", "SZL", "ADD", "cancelled" 
"2013-07-21", "NCE22", "LTS", "STN", "active" 
"2013-02-18", "I443", "AVL", "SOQ", "cancelled" 
"2013-10-15", "OR22", "HKT", "KUF", "scheduled" 
"2013-10-15", "HET10", "SXM", "KTW", "active" 
"2013-05-01", "TR28", "BRI", "DQM", "active" 
"2013-02-11", "RU29", "ICT", "EIN", "unknown" 
"2013-08-20", "SLQ28", "YYZ", "MEX", "cancelled" 
"2013-12-28", "VW26", "BDL", "TCM", "cancelled" 
"2013-08-28", "LGQ16", "FKB", "LGW", "active" 
"2013-07-21", "CAC78", "POM", "SOU", "active" 
"2013-05-09", "CAC32", "KOJ", "WUH", "cancelled" 
"2013-07-24", "CGO16", "DCA", "POZ", "active" 
"2013-07-28", "PSA18", "LIT", "SFO", "scheduled" 
"2013-11-19", "EGJ86", "LUF", "MVD", "active" 
"2013-09-28", "HEL74", "MAO", "SUU", "landed" 
"2013-12-14", "CVA22", "FLL", "TSE", "unknown" 
"2013-06-24", "PHR31", "BGW", "ULN", "scheduled" 
"2013-10-22", "FAC13", "BOJ", "ADW", "unknown" 
"2013-01-28", "AYQ62", "VBG", "GRJ", "cancelled" 
"2013-10-04", "RDR76", "MLE", "BOI", "active" 
"2013-01-01", "K887", "TUS", "YOW", "scheduled" 
"2013-12-04", "BAC17", "TRD", "KWI", "unknown" 
"2013-01-28", "SLZ20", "YHZ", "BOS", "active" 
"2013-05-21", "SR91", "PHX", "BOS", "cancelled" 
"2013-01-25", "ML26", "PRN", "PRN", "unknown" 
"2013-06-21", "EGJ65", "ODS", "BZZ", "unknown" 
"2013-02-18", "MU11", "GRJ", "ACA", "active" 
"2013-03-01", "PIQ28", "CHA", "SJJ", "scheduled" 
"2013-07-16", "ENT32", "KRT", "YYT", "scheduled" 
"2013-03-20", "TB27", "MSN", "BNE", "unknown" 
"2013-01-26", "XDD25", "EVN", "AER", "unknown" 
"2013-03-12", "MH23", "GUS", "BGR", "scheduled" 
"2013-07-08", "KX13", "FMO", "LGG", "active" 
"2013-04-05", "PRQ22", "DAR", "CRL", "cancelled" 
"2013-05-17", "BAQ22", "CTS", "TRD", "unknown" 
"2013-04-10", "CV13", "CMN", "AKT", "unknown" 
"2013-01-14", "GMA60", "ALC", "MFM", "scheduled" 
"2013-05-07", "VL11", "PHF", "DFW", "landed" 
"2013-04-15", "K811", "AAP", "YHZ", "unknown" 
"2013-01-09", "K711", "TZX", "FKB", "active" 
"2013-12-18", "OI21", "LBA", "AAP", "unknown" 
"2013-09-15", "THO16", "ALP", "KNO", "unknown" 
"2013-06-10", "ORI25", "MSN", "FTW", "cancelled" 
"2013-01-09", "AX22", "VIE", "SUX", "scheduled" 
"2013-08-02", "ME14", "TER", "ITM", "scheduled" 
"2013-03-12", "XBV30", "ASB", "TIK", "cancelled" 
"2013-05-16", "AOQ21", "ADD", "DEL", "cancelled" 
"2013-04-04", "AIG70", "SKA", "DHA", "landed" 
"2013-09-15", "N718", "CWL", "TAS", "unknown" 
"2013-01-17", "JER22", "STR", "BOM", "landed" 
"2013-02-04", "WS35", "BHM", "MVD", "cancelled" 
"2013-06-01", "ZA20", "ASB", "TBS", "unknown" 
"2013-05-01", "BOI20", "TGD", "HMO", "scheduled" 
"2013-01-18", "SMC43", "BGY", "ERZ", "active" 
"2013-01-02", "NET68", "TNR", "OAK", "active" 
"2013-12-18", "IDQ15", "VBG", "BLR", "unknown" 
"2013-08-28", "CLQ55", "SIN", "BTS", "active" 
"2013-05-21", "XAY30", "SUX", "WRB", "landed" 
"2013-03-19", "AZQ13", "NAY", "CAG", "cancelled" 
"2013-02-10", "JAM10", "ROA", "KHV", "unknown" 
"2013-07-21", "EE23", "BIL", "FKB", "landed" 
"2013-08-08", "W417", "LGW", "OMA", "cancelled" 
"2013-07-26", "GJ13", "CCS", "SYX", "unknown" 
"2013-04-11", "GSQ70", "RGN", "ESB", "landed" 
"2013-03-10", "GWA20", "DEN", "VPS", "active" 
"2013-10-08", "DUL10", "SKP", "LAD", "unknown" 
"2013-04-21", "JKQ17", "ISB", "BIL", "unknown" 
"2013-09-14", "SAS13", "HAM", "CTU", "active" 
"2013-11-17", "DSA16", "YVR", "BAB", "unknown" 
"2013-01-24", "TCE21", "SIP", "AAP", "landed" 
"2013-07-16", "OFF29", "NAP", "MED", "active" 
"2013-01-10", "OH21", "TNA", "GDN", "landed" 
"2013-02-20", "TCQ23", "ADL", "SJD", "unknown" 
"2013-07-24", "FJ30", "BLQ", "BMI", "landed" 
"2013-09-18", "CAF24", "DUR", "DBQ", "cancelled" 
"2013-05-04", "CLQ63", "ATQ", "LPL", "landed" 
"2013-03-14", "EFA17", "SZL", "ERZ", "unknown" 
"2013-03-18", "SOP29", "WDH", "CAE", "landed" 
"2013-01-18", "PHR17", "DAM", "COS", "scheduled" 
"2013-08-19", "AIE25", "SBN", "DTM", "active" 
"2013-10-02", "SLO15", "TSN", "KHV", "unknown" 
"2013-07-14", "WIR16", "NKG", "BFI", "cancelled" 
"2013-12-16", "GAS48", "FUK", "CJU", "scheduled" 
"2013-10-06", "ZKQ30", "ABV", "FOC", "cancelled" 
"2013-05-06", "SY30", "NBO", "DSM", "scheduled" 
"2013-08-24", "ZB18", "HRB", "SID", "scheduled" 
"2013-11-02", "CSL16", "FKB", "SNN", "cancelled" 
"2013-05-06", "YM14", "WUH", "VNO", "landed" 
"2013-09-08", "AUX18", "ISB", "MGM", "scheduled" 
"2013-05-28", "IA30", "TRD", "LIS", "active" 
"2013-03-20", "FT12", "BTS", "ORY", "active" 
"2013-04-11", "XAB59", "IST", "DAM", "active" 
"2013-08-27", "PRO72", "DQM", "TBS", "unknown" 
"2013-09-15", "FYQ29", "HET", "TBS", "landed" 
"2013-11-02", "RMV31", "SHJ", "MLA", "unknown" 
"2013-09-25", "WLH14", "PFO", "SYZ", "landed" 
"2013-05-24", "O671", "MDW", "SPI", "cancelled" 
"2013-05-19", "TZ22", "AFW", "PVR", "landed" 
"2013-12-11", "PER93", "ISE", "SHA", "scheduled" 
"2013-01-26", "XDF21", "LUF", "KUL", "unknown" 
"2013-03-23", "SAM27", "KUV", "VVI", "scheduled" 
"2013-06-03", "JIQ15", "VDA", "EXT", "cancelled" 
"2013-02-13", "CTL15", "GRV", "TIJ", "active" 
"2013-08-26", "CZ11", "BEL", "SPS", "cancelled" 
"2013-08-14", "NPA14", "MRS", "KNH", "landed" 
"2013-05-20", "OD85", "CDG", "CGK", "scheduled" 
"2013-04-09", "ECL23", "HRE", "FTW", "cancelled" 
"2013-04-06", "XV86", "SFO", "ACA", "active" 
"2013-07-13", "KAT22", "END", "RPLL", "cancelled" 
"2013-07-08", "T310", "BCN", "KHV", "active" 
"2013-03-03", "RZZ16", "ALA", "SPS", "landed" 
"2013-04-19", "CHF11", "KIX", "DSS", "scheduled" 
"2013-07-11", "HEP20", "CAG", "JNB", "active" 
"2013-08-18", "UMQ14", "PIT", "TGD", "landed" 
"2013-11-19", "SJQ72", "OVB", "ERZ", "landed" 
"2013-11-28", "SAI28", "LGW", "CJU", "active" 
"2013-12-27", "TMA32", "HRE", "STL", "landed" 
"2013-03-25", "KAH21", "EWR", "TSF", "landed" 
"2013-04-04", "QB23", "ODS", "GUA", "unknown" 
"2013-07-06", "AIG28", "SAT", "QUO", "unknown" 
"2013-03-19", "SLR54", "FNA", "VNO", "cancelled" 
"2013-06-15", "T914", "DMK", "DME", "scheduled" 
"2013-09-20", "TIQ20", "SIN", "GRV", "active" 
"2013-01-17", "P312", "SAV", "GOA", "cancelled" 
"2013-05-17", "LXQ25", "NWI", "PHX", "active" 
"2013-07-14", "CVA92", "HKT", "TUL", "cancelled" 
"2013-01-15", "TCQ12", "BUF", "SBN", "scheduled" 
"2013-01-13", "MWA27", "BSL", "MHD", "active" 
"2013-10-04", "BAY25", "FTW", "HMN", "cancelled" 
"2013-12-12", "SM21", "UFA", "MHZ", "cancelled" 
"2013-04-02", "TN16", "SOF", "KMG", "unknown" 
"2013-06-13", "CF85", "JFK", "OKO", "landed" 
"2013-08-03", "JX24", "KRK", "XIY", "unknown" 
"2013-01-02", "SOL19", "CMH", "ATL", "unknown" 
"2013-06-06", "BTQ32", "FIH", "HAK", "active" 
"2013-03-23", "AND16", "KWI", "TIA", "active" 
"2013-09-07", "KFS83", "AYT", "SKT", "scheduled" 
"2013-03-07", "NKQ28", "DVO", "LPA", "cancelled" 
"2013-03-05", "BAR32", "CHA", "GEG", "active" 
"2013-11-03", "APE43", "ZIA", "MLE", "cancelled" 
"2013-07-27", "ZO16", "SBN", "DLC", "active" 
"2013-10-25", "SPR23", "CHA", "LJU", "scheduled" 
"2013-12-27", "SSS37", "PTY", "PMO", "landed" 
"2013-12-07", "FX20", "HRE", "NRT", "active" 
"2013-10-25", "ALQ28", "DTM", "BRU", "cancelled" 
"2013-02-21", "XBH18", "AAL", "BOM", "active" 
"2013-03-09", "REA21", "LIR", "YNT", "landed" 
"2013-06-01", "AXQ71", "SOQ", "RGN", "unknown" 
"2013-01-16", "LAW16", "LTK", "BEY", "cancelled" 
"2013-12-02", "NFQ24", "CRL", "KAN", "unknown" 
"2013-04-07", "ASR20", "HAN", "PHX", "unknown" 
"2013-05-17", "WAR24", "CUN", "ALA", "unknown" 
"2013-09-21", "TNQ11", "LLA", "BZZ", "unknown" 
"2013-05-26", "HAQ12", "KJA", "MLI", "scheduled" 
"2013-06-13", "HET31", "CVG", "RST", "landed" 
"2013-11-02", "MAG18", "ADB", "GZT", "unknown" 
"2013-02-21", "OE31", "GBE", "BFS", "scheduled" 
"2013-07-07", "JER18", "GLA", "PFO", "unknown" 
"2013-03-17", "EDE22", "FOC", "KOJ", "scheduled" 
"2013-02-28", "WW15", "YWG", "SSC", "scheduled" 
"2013-11-25", "ZA23", "HMN", "NKC", "cancelled" 
"2013-02-21", "CYQ18", "OKA", "VKO", "landed" 
"2013-10-19", "JCZ24", "CGN", "CAE", "unknown" 
"2013-02-22", "GPA11", "MSN", "GBE", "scheduled" 
"2013-12-22", "PAI12", "MHZ", "OKC", "active" 
"2013-07-03", "FLR10", "TRN", "NBO", "unknown" 
"2013-11-28", "QOZ23", "JNB", "TFS", "active" 
"2013-08-19", "EEZ26", "FLN", "ROA", "active" 
"2013-11-16", "M635", "CGO", "TAS", "scheduled" 
"2013-01-28", "PRA29", "YWG", "GOI", "active" 
"2013-09-03", "BRW26", "HKG", "AMS", "landed" 
"2013-01-02", "LNQ25", "DUS", "FMO", "cancelled" 
"2013-12-05", "AL28", "ONT", "NAT", "cancelled" 
"2013-12-06", "APN26", "BKO", "JLN", "unknown" 
"2013-04-05", "HA23", "OKA", "LCK", "unknown" 
"2013-04-22", "GOF11", "PBI", "SUS", "landed" 
"2013-09-17", "SMC16", "SKG", "LIT", "unknown" 
"2013-07-24", "APS29", "ZIA", "SUU", "active" 
"2013-04-14", "SAC25", "MXP", "LCA", "active" 
"2013-05-05", "KA91", "CID", "ORF", "landed" 
"2013-10-14", "CZQ96", "PRG", "HRB", "scheduled" 
"2013-04-24", "XAO15", "XMN", "SSA", "landed" 
"2013-03-22", "CIQ49", "ULN", "SAW", "unknown" 
"2013-05-25", "CAQ25", "BFI", "KBP", "active" 
"2013-06-04", "ICF24", "HGH", "NWI", "active" 
"2013-08-04", "QK24", "CAI", "END", "active" 
"2013-02-27", "ASC86", "CEB", "KRT", "unknown" 
"2013-06-04", "RZZ12", "SYD", "LHR", "cancelled" 
